學院,系所名稱,系號-序號,課程碼-分班碼,屬性碼,年級,類別,科目名稱,學分,必/選修,教師姓名,已選課人數/餘額,時間,教室,課程大綱
其他,(A2)體育室 OPE,A2-016,A214500,[OPE0356],"['1', '一年級體育（女生組）']",['講義'],"['瑜伽與健康體能', '大毛巾或鋪布自備']",0,必修,['洪甄憶'],['46/1'],[2]7~8,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A214500&class_code=
其他,(A2)體育室 OPE,A2-017,A211700-2,[OPE0339],"['1', '一年級體育（女生組）']",['講義'],"['水中有氧與健康體能', '泳具自備']",0,必修,['高華君'],['33/13'],[3]7~8,"['成大綜合體育館', '體育館游泳池']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211700&class_code=2
其他,(A2)體育室 OPE,A2-019,A212200-1,[OPE0344],"['1', '一年級體育（女生組）']",['講義'],['健康有氧與健康體能'],0,必修,['洪甄憶'],['48/額滿'],[1]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212200&class_code=1
其他,(A2)體育室 OPE,A2-021,A211800,[OPE0340],"['1', '一年級體育（女生組）']",['講義'],['體適能運動與健康體能'],0,必修,['周學雯'],['23/23'],[2]3~4,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211800&class_code=
其他,(A2)體育室 OPE,A2-022,A212200-3,[OPE0344],"['1', '一年級體育（女生組）']",['講義'],"['健康有氧與健康體能', '【男女合班】']",0,必修,['林麗娟'],['20/額滿'],[2]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212200&class_code=3
其他,(A2)體育室 OPE,A2-023,A215200-1,[OPE0375],"['1', '一年級體育（女生組）']",['講義'],"['健走與健康體能', '【男女合班】']",0,必修,['徐珊惠'],['24/1'],[4]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215200&class_code=1
其他,(A2)體育室 OPE,A2-024,A211800-4,[OPE0340],"['1', '一年級體育（女生組）']",['講義'],['體適能運動與健康體能'],0,必修,['周學雯'],['46/額滿'],[4]5~6,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211800&class_code=4
其他,(A2)體育室 OPE,A2-025,A211800-1,[OPE0340],"['1', '一年級體育（女生組）']",['講義'],"['體適能運動與健康體能', '【男女合班】']",0,必修,['黃鴻鈞'],['25/額滿'],[5]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211800&class_code=1
其他,(A2)體育室 OPE,A2-026,A215600-1,[OPE0390],['一年級體育（女生組）'],['講義'],"['橄欖球與健康體能', '男女合班']",0,必修,['莊博堯'],['15/5'],[3]7~8,"['自強橄欖球場', '自強橄欖球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215600&class_code=1
其他,(A2)體育室 OPE,A2-031,A215400-1,[OPE0357],"['1', '一年級體育（女生組）']",['講義'],"['拳擊有氧與健康體能', '【男女合班】']",0,必修,['許又文'],['22/2'],[3]7~8,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215400&class_code=1
其他,(A2)體育室 OPE,A2-032,A215800-1,[OPE0381],"['1', '一年級體育（女生組）']",['講義'],"['飛輪有氧與健康體能', '【男女合班】']",0,必修,['彭怡千'],['19/額滿'],[3]7~8,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=1
其他,(A2)體育室 OPE,A2-033,A215800-3,[OPE0381],"['1', '一年級體育（女生組）']",['講義'],"['飛輪有氧與健康體能', '【男女合班】']",0,必修,['林麗娟'],['19/額滿'],[4]7~8,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=3
其他,(A2)體育室 OPE,A2-034,A215800-5,[OPE0381],"['1', '一年級體育（女生組）']",['講義'],['飛輪有氧與健康體能'],0,必修,['林欣仕'],['37/額滿'],[5]7~8,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=5
其他,(A2)體育室 OPE,A2-036,A212100-3,[OPE0343],"['1', '一年級體育（女生組）']",['講義'],"['游泳與健康體能', '泳具自備']",0,必修,['周學雯'],['37/9'],[1]7~8,"['成大綜合體育館', '體育館游泳池']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212100&class_code=3
其他,(A2)體育室 OPE,A2-037,A212100-2,[OPE0343],"['1', '一年級體育（女生組）']",['講義'],"['游泳與健康體能', '泳具自備']",0,必修,['周學雯'],['31/15'],[5]7~8,"['成大綜合體育館', '體育館游泳池']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212100&class_code=2
其他,(A2)體育室 OPE,A2-038,A210400-1,[OPE0330],"['1', '一年級體育（女生組）']",['講義'],"['國術與健康體能', '【男女合班】需穿著室內（乾淨）運動鞋']",0,必修,['鄭匡佑'],['21/額滿'],[1]7~8,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A210400&class_code=1
其他,(A2)體育室 OPE,A2-039,A218200-1,[OPE0331],"['1', '一年級體育（女生組）']",['講義'],"['防身術與健康體能', '【男女合班】需穿著室內（乾淨）運動鞋']",0,必修,['許又文'],['24/額滿'],[5]5~6,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218200&class_code=1
其他,(A2)體育室 OPE,A2-040,A218200-3,[OPE0331],['一年級體育（女生組）'],['講義'],"['防身術與健康體能', '【男女合班】需穿著室內（乾淨）運動鞋']",0,必修,['許又文'],['23/額滿'],[1]5~6,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218200&class_code=3
其他,(A2)體育室 OPE,A2-041,A212500-12,[OPE0346],['一年級體育（女生組）'],['講義'],"['籃球與健康體能', '男女合班']",0,必修,['林欣仕'],['25/額滿'],[3]7~8,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=12
其他,(A2)體育室 OPE,A2-042,A211900-5,[OPE0341],"['1', '一年級體育（女生組）']",['講義'],"['排球與健康體能', '【男女合班】']",0,必修,['黃鈴雯'],['24/額滿'],[3]7~8,"['光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211900&class_code=5
其他,(A2)體育室 OPE,A2-043,A211900-1,[OPE0341],"['1', '一年級體育（女生組）']",['講義'],['排球與健康體能'],0,必修,['黃賢哲'],['49/額滿'],[5]7~8,"['中正堂', '中正堂綜合球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211900&class_code=1
其他,(A2)體育室 OPE,A2-044,A211600,[OPE0338],"['1', '一年級體育（女生組）']",['講義'],"['韻律與健康體能', '需穿著室內乾淨運動鞋']",0,必修,['高華君'],['46/1'],[2]7~8,"['自強韻律室', '自強韻律室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211600&class_code=
其他,(A2)體育室 OPE,A2-046,A212500-11,[OPE0346],"['1', '一年級體育（女生組）']",['講義'],"['籃球與健康體能', '【男女合班】']",0,必修,['林欣仕'],['23/額滿'],[3]9~A,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=11
其他,(A2)體育室 OPE,A2-047,A212500-1,[OPE0346],"['1', '一年級體育（女生組）']",['講義'],"['籃球與健康體能', '【男女合班】']",0,必修,['林欣仕'],['25/額滿'],[2]9~A,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=1
其他,(A2)體育室 OPE,A2-101,A210603-2,[OPE0332],"['1', '一年級體育（男生組）']",['講義'],"['西洋劍與健康體能', '英語授課', '【男女合班】器材可向任課教師登記借用']",0,必修,['鄭匡佑'],['29/額滿'],[1]9~A,"['中正堂', '中正堂東側']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A210603&class_code=2
其他,(A2)體育室 OPE,A2-102,A211300-2,[OPE0335],"['1', '一年級體育（男生組）']",['講義'],"['桌球與健康體能', '【男女合班】球具自備']",0,必修,['邱宏達'],['29/額滿'],[2]7~8,"['成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211300&class_code=2
其他,(A2)體育室 OPE,A2-103,A211300-4,[OPE0335],"['1', '一年級體育（男生組）']",['講義'],"['桌球與健康體能', '【男女合班】球具自備']",0,必修,['邱宏達'],['25/額滿'],[4]7~8,"['成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211300&class_code=4
其他,(A2)體育室 OPE,A2-104,A211300-6,[OPE0335],"['1', '一年級體育（男生組）']",['講義'],"['桌球與健康體能', '【男女合班】球具自備']",0,必修,['徐珊惠'],['24/額滿'],[5]7~8,"['成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211300&class_code=6
其他,(A2)體育室 OPE,A2-105,A211300-8,[OPE0335],"['1', '一年級體育（男生組）']",['講義'],"['桌球與健康體能', '【男女合班】球具自備']",0,必修,['陳敬能'],['28/額滿'],[1]7~8,"['成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211300&class_code=8
其他,(A2)體育室 OPE,A2-107,A211200-3,[OPE0334],"['1', '一年級體育（男生組）']",['講義'],"['羽球與健康體能', '球具自備']",0,必修,['馬上鈞'],['51/額滿'],[3]7~8,"['成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211200&class_code=3
其他,(A2)體育室 OPE,A2-108,A211200-1,[OPE0334],"['3', '一年級體育（男生組）']",['講義'],"['羽球與健康體能', '球具自備']",0,必修,['黃鈴雯'],['48/1'],[2]7~8,"['成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211200&class_code=1
其他,(A2)體育室 OPE,A2-109,A211200-2,[OPE0334],"['1', '一年級體育（男生組）']",['講義'],"['羽球與健康體能', '球具自備']",0,必修,['蔡佳良'],['50/額滿'],[4]7~8,"['成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211200&class_code=2
其他,(A2)體育室 OPE,A2-110,A211200-4,[OPE0334],"['1', '一年級體育（男生組）']",['講義'],"['羽球與健康體能', '【男女合班】球具自備']",0,必修,['黃鈴雯'],['25/額滿'],[5]7~8,"['成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211200&class_code=4
其他,(A2)體育室 OPE,A2-111,A211200-7,[OPE0334],['一年級體育（男生組）'],['講義'],"['羽球與健康體能', '男女合班', '球具自備']",0,必修,['黃鈴雯'],['38/額滿'],[2]3~4,"['成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211200&class_code=7
其他,(A2)體育室 OPE,A2-112,A211500-4,[OPE0337],"['1', '一年級體育（男生組）']",['講義'],"['硬網與健康體能', '球具自備']",0,必修,['馬上鈞'],['48/2'],[5]7~8,"['敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211500&class_code=4
其他,(A2)體育室 OPE,A2-113,A211500-5,[OPE0337],"['1', '一年級體育（男生組）']",['講義'],"['硬網與健康體能', '球具自備']",0,必修,['李劍如'],['45/3'],[4]7~8,"['敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211500&class_code=5
其他,(A2)體育室 OPE,A2-115,A212400-1,[OPE0345],"['1', '一年級體育（男生組）']",['講義'],"['壘球與健康體能', '手套自備']",0,必修,['謝孟志'],['31/額滿'],[2]7~8,"['自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212400&class_code=1
其他,(A2)體育室 OPE,A2-116,A212400-2,[OPE0345],"['1', '一年級體育（男生組）']",['講義'],"['壘球與健康體能', '手套自備']",0,必修,['謝孟志'],['22/8'],[3]7~8,"['自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212400&class_code=2
其他,(A2)體育室 OPE,A2-122,A212200-4,[OPE0344],"['1', '一年級體育（男生組）']",['講義'],"['健康有氧與健康體能', '【男女合班】']",0,必修,['林麗娟'],['27/額滿'],[2]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212200&class_code=4
其他,(A2)體育室 OPE,A2-123,A215200-2,[OPE0375],"['1', '一年級體育（男生組）']",['講義'],"['健走與健康體能', '【男女合班】']",0,必修,['徐珊惠'],['24/額滿'],[4]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215200&class_code=2
其他,(A2)體育室 OPE,A2-124,A211800-3,[OPE0340],"['1', '一年級體育（男生組）']",['講義'],['體適能運動與健康體能'],0,必修,['黃賢哲'],['27/19'],[3]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211800&class_code=3
其他,(A2)體育室 OPE,A2-125,A211800-2,[OPE0340],"['1', '一年級體育（男生組）']",['講義'],"['體適能運動與健康體能', '【男女合班】']",0,必修,['黃鴻鈞'],['22/2'],[5]7~8,"['健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211800&class_code=2
其他,(A2)體育室 OPE,A2-126,A215600-2,[OPE0390],['一年級體育（男生組）'],['講義'],"['橄欖球與健康體能', '男女合班']",0,必修,['莊博堯'],['24/6'],[3]7~8,"['自強橄欖球場', '自強橄欖球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215600&class_code=2
其他,(A2)體育室 OPE,A2-127,A213000-3,[OPE0349],"['1', '一年級體育（男生組）']",['講義'],['健訓與健康體能'],0,必修,['王駿濠'],['42/4'],[3]7~8,"['光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A213000&class_code=3
其他,(A2)體育室 OPE,A2-128,A213000-4,[OPE0349],"['1', '一年級體育（男生組）']",['講義'],['健訓與健康體能'],0,必修,['彭怡千'],['47/額滿'],[2]7~8,"['光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A213000&class_code=4
其他,(A2)體育室 OPE,A2-129,A213000-5,[OPE0349],"['1', '一年級體育（男生組）']",['講義'],['健訓與健康體能'],0,必修,['彭怡千'],['46/1'],[4]7~8,"['光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A213000&class_code=5
其他,(A2)體育室 OPE,A2-130,A213000,[OPE0349],['一年級體育（男生組）'],['講義'],['健訓與健康體能'],0,必修,['莊博堯'],['48/1'],[5]7~8,"['光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A213000&class_code=
其他,(A2)體育室 OPE,A2-131,A215400-2,[OPE0357],"['1', '一年級體育（男生組）']",['講義'],"['拳擊有氧與健康體能', '【男女合班】']",0,必修,['許又文'],['23/額滿'],[3]7~8,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215400&class_code=2
其他,(A2)體育室 OPE,A2-132,A215800-2,[OPE0381],"['1', '一年級體育（男生組）']",['講義'],"['飛輪有氧與健康體能', '【男女合班】']",0,必修,['彭怡千'],['18/額滿'],[3]7~8,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=2
其他,(A2)體育室 OPE,A2-133,A215800-4,[OPE0381],"['1', '一年級體育（男生組）']",['講義'],"['飛輪有氧與健康體能', '【男女合班】']",0,必修,['林麗娟'],['18/額滿'],[4]7~8,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=4
其他,(A2)體育室 OPE,A2-134,A215800-6,[OPE0381],"['1', '一年級體育（男生組）']",['講義'],['飛輪有氧與健康體能'],0,必修,['林欣仕'],['37/額滿'],[1]9~A,"['飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215800&class_code=6
其他,(A2)體育室 OPE,A2-135,A218500-3,[OPE0384],"['1', '一年級體育（男生組）']",['講義'],['長距離跑與健康體能'],0,必修,['黃滄海'],['41/5'],[4]7~8,"['光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218500&class_code=3
其他,(A2)體育室 OPE,A2-137,A212500-14,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['李劍如'],['45/1'],[2]7~8,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=14
其他,(A2)體育室 OPE,A2-138,A210400-2,[OPE0330],"['1', '一年級體育（男生組）']",['講義'],"['國術與健康體能', '【男女合班】需穿著室內（乾淨）運動鞋']",0,必修,['鄭匡佑'],['23/2'],[1]7~8,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A210400&class_code=2
其他,(A2)體育室 OPE,A2-139,A218200-2,[OPE0331],"['1', '一年級體育（男生組）']",['講義'],"['防身術與健康體能', '【男女合班】需穿著室內（乾淨）運動鞋']",0,必修,['許又文'],['23/額滿'],[5]5~6,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218200&class_code=2
其他,(A2)體育室 OPE,A2-140,A218200-4,[OPE0331],['一年級體育（男生組）'],['講義'],"['防身術與健康體能', '男女合班']",0,必修,['許又文'],['24/1'],[1]5~6,"['健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218200&class_code=4
其他,(A2)體育室 OPE,A2-141,A212500-13,[OPE0346],['一年級體育（男生組）'],['講義'],"['籃球與健康體能', '男女合班']",0,必修,['林欣仕'],['24/1'],[3]7~8,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=13
其他,(A2)體育室 OPE,A2-142,A211900-6,[OPE0341],"['1', '一年級體育（男生組）']",['講義'],"['排球與健康體能', '【男女合班】']",0,必修,['黃鈴雯'],['26/額滿'],[3]7~8,"['光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211900&class_code=6
其他,(A2)體育室 OPE,A2-144,A211900-2,[OPE0341],"['1', '一年級體育（男生組）']",['講義'],['排球與健康體能'],0,必修,['黃鴻鈞'],['49/1'],[1]7~8,"['光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211900&class_code=2
其他,(A2)體育室 OPE,A2-145,A211900-3,[OPE0341],"['1', '一年級體育（男生組）']",['講義'],['排球與健康體能'],0,必修,['黃鴻鈞'],['49/1'],[2]7~8,"['光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211900&class_code=3
其他,(A2)體育室 OPE,A2-146,A212500-10,[OPE0346],"['3', '一年級體育（男生組）']",['講義'],"['籃球與健康體能', '【男女合班】']",0,必修,['林欣仕'],['28/額滿'],[3]9~A,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=10
其他,(A2)體育室 OPE,A2-147,A212500-2,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],"['籃球與健康體能', '【男女合班】']",0,必修,['林欣仕'],['26/額滿'],[2]9~A,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=2
其他,(A2)體育室 OPE,A2-148,A212500-3,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['黃彥慈'],['46/1'],[2]7~8,"['光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=3
其他,(A2)體育室 OPE,A2-149,A212500-4,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['黃彥慈'],['47/額滿'],[4]7~8,"['光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=4
其他,(A2)體育室 OPE,A2-150,A212500-5,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['李劍如'],['34/13'],[3]7~8,"['光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=5
其他,(A2)體育室 OPE,A2-151,A212500-6,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['謝孟志'],['47/額滿'],[4]7~8,"['光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=6
其他,(A2)體育室 OPE,A2-152,A212500-7,[OPE0346],"['1', '一年級體育（男生組）']",['講義'],['籃球與健康體能'],0,必修,['潘慧雯'],['45/2'],[1]7~8,"['光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A212500&class_code=7
